"WIKI.ACN - Adj. Open","WIKI.ACN - Adj. High","WIKI.ACN - Adj. Low","WIKI.ACN - Adj. Close","WIKI.ACN - Adj. Volume"
115.05552295453,115.47700766121,113.52641564656,114.15374172163,2352157
114.59483036816,115.46720569129,114.12433581186,114.42819687947,2639772
114.66344415762,114.82027567638,112.67364426328,112.71285214297,3685380
112.71285214297,114.42819687947,112.07572409798,113.99691020286,4125269
113.8400786841,114.042489363,112.64423835351,112.72265411289,2550869
112.66384229335,113.69304913525,112.36978319567,112.78146593243,2550138
113.1147329098,113.95770232317,112.63443638358,113.82047474425,2845844
113.33037624811,113.66854421045,112.56582259412,113.48720776687,2110781
113.06572306019,115.11433477407,113.06572306019,114.63403824785,2666366
113.62443534579,114.0557220224,113.18334669926,113.73225701494,2374325
114.23215748101,114.63403824785,113.44799988718,113.65384125556,2262162
113.31077230826,113.70285110518,112.98730730081,113.21275260903,1647118
113.5852274661,113.94790035325,112.53641668436,112.79126790235,2781387
112.50701077459,112.98730730081,112.3403772859,112.54621865428,2319952
112.91869351135,114.33017718024,112.56582259412,114.17334566147,2810084
114.58502839823,116.01611600697,114.38898899978,115.24176038307,2905948
114.67324612754,115.11433477407,113.33468911487,113.63423731572,2865071
113.89889050363,114.12923679682,112.79126790235,113.06572306019,2545180
113.03631715042,113.04611912034,111.16414089516,112.35998122574,2529715
111.71305121084,111.75990462707,110.37998330133,111.61503151161,2338994
111.54641772215,112.49622860767,110.08592420364,110.9681014967,2471638
110.90928967716,111.51701181238,110.47800300056,111.38958620338,2450479
111.7424571206,112.5560206242,111.0955271057,112.22275364682,1664211
111.81107091006,112.93829745119,111.12983400043,111.91889257922,2019412
112.72265411289,113.86948459386,112.67364426328,113.62443534579,2538228
113.84988065402,113.84988065402,112.64423835351,113.14413881957,2373733
113.22255457896,115.13393871391,113.18334669926,114.66344415762,2117069
114.38898899978,116.48661056327,114.21255354116,115.27116629283,2183016
115.56522539052,116.59443223242,115.39369091687,116.2415613152,1988541
116.12393767612,117.62363907432,116.06022487162,117.62363907432,2559693
117.24136224733,117.78537157805,116.93750117972,117.55502528486,1951131
117.55502528486,118.59403409668,117.16294648795,118.32938090877,1966972
118.12353954039,118.88809319437,117.72165877355,118.82928137483,1904933
118.24116317946,119.7996763972,118.18235135992,119.68205275812,2117134
119.25076608152,120.4466064121,119.17235032213,119.78987442727,1557038
120.16234928434,120.27507193845,119.31937987098,120.05452761519,1439556
119.58403305889,120.98571475786,119.19195426198,120.98571475786,1447663
120.5740320211,120.98571475786,120.05452761519,120.3583886828,1679832
120.31918080311,120.65244778048,119.51541926943,120.07413155504,1745371
120.79947732933,121.82868417123,120.03492367534,121.61304083292,1879707
121.53462507354,121.96591175015,121.11314036686,121.88749599076,1896716
121.78947629154,121.78947629154,120.54952709629,121.19155612624,2122955
120.55442808126,120.98571475786,120.1035374648,120.79947732933,1814082
121.18175415632,121.91690190053,120.68185369025,121.68165462238,2705235
121.65224871262,122.31878266737,121.32878370516,121.99531765992,2168611
121.90709993061,121.90709993061,120.22116110388,120.74066550979,2338125
121.20135809616,121.86789205092,120.63284384064,121.475813254,1931099
121.76987235169,122.27957478768,121.02492263755,121.58363492316,2233737
121.71106053215,122.25997084783,121.18175415632,121.45620931416,1627855
120.96611081802,122.51482206583,120.59363596095,122.32858463729,2087675
122.4168023666,122.71086146428,121.16215021647,121.64244674269,2182041
122.24036690799,122.96571268228,121.37779355478,122.74026737405,4603637
122.74026737405,122.90690086274,121.71106053215,121.92670387046,2257442
122.60303979513,122.92650480259,121.18175415632,122.17175311853,3219859
122.55402994552,124.02432543395,122.00511962984,123.97531558433,4288622
120.27997292342,120.5740320211,118.15294545015,118.36858878846,7116837
118.3881927283,118.90769713421,116.40329381892,116.62383814219,3949828
116.37878889412,117.42759967586,115.95730418743,117.02571890903,3122818
117.44720361571,119.91730003627,116.65716483993,118.94690501391,5516010
119.25076608152,119.29977593113,117.77066862316,118.58423212676,2438878
118.49601439745,118.60383606661,117.67264892393,118.13334151031,2030644
118.31957893884,118.80967743499,117.46680755555,117.50601543525,2102781
115.66324508975,115.82987857844,114.68304809746,115.31037417253,3918099
114.9575032553,115.73185887921,114.9575032553,115.70245296944,1690684
115.8984923679,116.73165981134,115.16334462368,115.31037417253,1902105
115.34958205222,115.59463130029,114.44780081931,114.49681066893,2049602
114.68304809746,115.40839387175,114.19294960132,115.11433477407,2408028
115.17314659361,116.21215540543,115.04572098461,115.50641357098,2308255
115.06634666667,115.6804036036,114.68008504505,114.96730522523,2295270
114.93759279279,115.28423783784,114.36315243243,114.47209801802,2087832
114.25420684685,114.77912648649,113.71938306306,113.75899963964,1838948
113.77880792793,114.62066018018,113.77880792793,114.61075603604,1168262
114.39286486486,115.24462126126,114.28391927928,115.12577153153,1978691
115.25452540541,116.23503567568,114.88807207207,115.82896576577,2185363
116.52225585586,118.71107171171,116.25484396396,118.06730234234,3743523
118.59222198198,118.82992144144,117.88902774775,118.08711063063,2639048
118.79030486486,119.35484108108,117.9682609009,118.2158645045,2106761
118.23567279279,118.79030486486,117.5423827027,117.55228684685,1942385
117.59190342342,118.31490594595,117.26506666667,117.83950702703,1534552
117.97816504505,119.46378666667,117.97816504505,119.33503279279,2008174
119.03790846847,120.18678918919,118.87944216216,120.13726846847,2473509
120.20659747748,120.52353009009,119.94116641441,120.08774774775,1931926
120.12736432432,120.54333837838,119.05771675676,119.52321153153,2697050
119.27560792793,119.71139027027,118.5179409009,119.14685405405,1735691
119.59254054054,119.83024,119.0676209009,119.66186954955,1556630
119.75100684685,120.35515963964,119.60739675676,120.35515963964,1708102
119.93918558559,120.35515963964,119.60244468468,119.94908972973,1522054
120.13726846847,120.46410522523,119.75100684685,119.90947315315,1075219
119.90947315315,120.20659747748,119.4043618018,120.03822702703,1343589
119.59254054054,119.7411027027,118.52289297297,119.64206126126,1827173
119.22608720721,120.33535135135,119.22608720721,119.80052756757,2340370
119.80052756757,121.36538234234,119.60254372613,121.07816216216,1772180
121.5139445045,122.12800144144,121.04844972973,121.95963099099,2179049
121.02864144144,121.89030198198,119.18647063063,119.28551207207,2273078
119.70148612613,119.86985657658,118.26538522523,119.2458954955,1951023
119.85004828829,120.04813117117,119.03790846847,119.82033585586,2184952
120.43439279279,121.66250666667,120.05803531532,121.53375279279,1870205
121.68231495495,121.89030198198,120.63247567568,120.97912072072,1472349
119.27560792793,120.97912072072,119.14685405405,120.78103783784,2026867
121.57336936937,122.37560504505,121.02864144144,121.92001441441,1425480
121.76154810811,121.92991855856,121.34557405405,121.71202738739,1414482
121.43471135135,122.78167495495,121.1772036036,122.58359207207,1373030
122.81138738739,123.40563603604,122.34094054054,123.27688216216,2395003
123.73247279279,124.08902198198,122.67272936937,124.08902198198,1898082
124.16825513514,124.77240792793,123.69384663063,124.53470846847,1764728
124.79221621622,125.76282234234,124.23768318559,125.36665657658,1801115
124.98039495495,125.78263063063,124.80212036036,125.11905297297,1510114
124.87144936937,125.55483531532,124.32672144144,125.33694414414,1640394
125.7529181982,125.78263063063,124.3168172973,124.96058666667,2119052
124.79221621622,125.52512288288,123.78199351351,124.61394162162,1929206
124.32672144144,125.24780684685,123.53438990991,125.08934054054,2355766
125.22799855856,126.3372627027,124.87144936937,125.85195963964,2427713
126.57496216216,126.77304504505,125.48550630631,126.03023423423,1861213
125.06953225225,126.13917981982,123.30659459459,125.81234306306,2183243
126.29764612613,126.77304504505,125.31713585586,126.3372627027,2962903
127.23853981982,127.23853981982,126.16889225225,126.54524972973,1975777
126.10946738739,126.41649585586,125.16857369369,125.31713585586,2352618
125.85195963964,125.96090522523,124.82192864865,125.89157621622,3230505
121.79126054054,122.71234594595,117.95835675676,120.90979171171,8685494
120.96921657658,122.43502990991,120.55324252252,121.56346522523,3727974
121.96953513514,122.86090810811,121.10787459459,121.16729945946,2618484
121.32576576577,121.66250666667,120.83055855856,121.0187372973,2214813
121.6030818018,122.64301693694,121.0187372973,122.55387963964,1723113
122.31618018018,122.31618018018,121.43471135135,121.81106882883,2685519
122.1180972973,123.20755315315,121.96953513514,122.49445477477,2256190
122.63311279279,123.68295207207,122.60340036036,122.74205837838,1236153
122.81138738739,123.58391063063,122.80148324324,122.86090810811,1326798
122.16761801802,122.44493405405,120.86027099099,121.76154810811,1934504
122.3657009009,123.5541981982,121.89030198198,123.01937441441,1810756
122.86090810811,123.17784072072,122.40531747748,122.87081225225,1301531
122.87081225225,122.91042882883,122.01905585586,122.66282522523,1375259
