"WIKI.ACN - Adj. Open","WIKI.ACN - Adj. High","WIKI.ACN - Adj. Low","WIKI.ACN - Adj. Close","WIKI.ACN - Adj. Volume"
123.10851171171,124.27720072072,122.93023711712,124.26729657658,2012422
124.49509189189,125.13886126126,124.23758414414,124.52480432432,1712811
124.98039495495,125.74301405405,124.52480432432,125.48550630631,1725398
125.55483531532,125.83215135135,124.94077837838,125.20819027027,2005625
125.03981981982,126.34716684685,124.27720072072,126.14908396396,1641350
126.27783783784,126.77304504505,125.50531459459,126.55515387387,2269456
126.6740036036,127.52566095856,126.4264,127.30786882883,1639353
127.30786882883,127.71889081081,126.78294918919,127.6148972973,1750751
127.04045693694,127.26825225225,126.36697513514,126.78294918919,1763242
127.02064864865,128.07048792793,126.45611243243,127.71393873874,1593795
127.76345945946,128.36761225225,127.50099963964,128.26857081081,1591311
128.45674954955,128.45674954955,126.19860468468,126.93151135135,2096970
126.75323675676,127.29796468468,126.0896590991,127.16921081081,1113735
127.26825225225,127.92192576577,126.96122378378,127.58518486486,1544403
127.8625009009,128.64492828829,127.71393873874,128.61521585586,3464389
128.45674954955,128.59540756757,127.29796468468,127.38710198198,1318334
127.98135063063,129.03118990991,126.7631409009,128.77368216216,3559677
128.81329873874,129.41745153153,128.29828324324,128.95195675676,1283185
128.58550342342,129.10051891892,128.13981693694,128.43694126126,949174
128.08039207207,128.64492828829,127.70413363604,127.89221333333,1096953
127.7733636036,128.5359827027,127.68422630631,128.3775163964,1203922
127.98135063063,128.5359827027,126.96122378378,127.0107445045,1780455
127.4366227027,127.47623927928,126.89189477477,126.97112792793,1105542
127.64460972973,128.62512,127.39700612613,128.44684540541,1417203
128.16952936937,128.55579099099,127.50595171171,128.13981693694,1113226
128.41713297297,129.23917693694,128.15962522523,128.78358630631,1918988
128.63502414414,128.78358630631,126.3372627027,126.36697513514,1519499
126.50563315315,127.06026522523,126.05004252252,126.21841297297,1216730
126.26793369369,127.08007351351,126.04013837838,126.9414154955,1282632
127.32767711712,128.22895423423,126.7631409009,128.07048792793,955979
127.44652684685,127.90211747748,127.05036108108,127.12959423423,1285497
127.35738954955,127.84407919279,127.04045693694,127.4366227027,1091375
128.08039207207,128.5359827027,127.94173405405,128.14972108108,1252369
128.46665369369,128.65483243243,127.78326774775,128.00115891892,989481
127.23853981982,128.73901765766,127.06026522523,128.41713297297,1158375
128.40722882883,128.7142572973,127.85259675676,128.54588684685,1149077
128.75387387387,129.66505513514,128.58550342342,129.50658882883,1997216
129.69476756757,129.69476756757,128.62512,128.85291531532,1498280
128.85291531532,129.1401354955,127.8625009009,128.52607855856,2442355
128.9618609009,130.12064576577,128.80339459459,129.86313801802,1521727
130.2394954955,133.5375754955,130.10083747748,132.95323099099,2078946
133.12160144144,133.67623351351,132.36393441441,132.4382154955,2177410
133.32958846847,134.95386810811,132.32926990991,134.92415567568,1632059
135.25099243243,135.63725405405,134.7062645045,134.91425153153,1646389
134.60722306306,134.86473081081,132.92351855856,133.48805477477,3059478
133.21073873874,133.94364540541,132.71553153153,133.56728792793,3290524
133.70594594595,134.34971531532,132.75514810811,134.05259099099,3688070
134.19124900901,136.03341981982,134.19124900901,135.62734990991,2406486
135.68677477477,136.46920216216,135.39955459459,135.39955459459,2363251
134.7062645045,136.82575135135,134.7062645045,136.68709333333,1958152
136.62766846847,136.79603891892,135.26089657658,135.35003387387,1963141
135.36984216216,136.67718918919,135.19156756757,136.57814774775,1912139
136.61776432432,136.94460108108,135.94428252252,136.8356554955,2448244
137.1723963964,137.37047927928,135.43917117117,135.52830846847,2902690
136.00370738739,136.22159855856,134.81521009009,135.33022558559,3855258
131.51713009009,136.36025657658,131.00211459459,135.01329297297,4238520
135.59763747748,136.25131099099,133.54747963964,133.77527495495,3299483
133.93374126126,134.53789405405,133.32958846847,134.14172828829,2661790
133.54747963964,134.66664792793,132.37879063063,132.96313513514,2534894
133.23054702703,134.37942774775,133.17052791351,133.86441225225,2177311
134.20115315315,135.06281369369,133.97335783784,134.91425153153,1666067
134.85482666667,135.65706234234,134.41914336577,134.94396396396,1275707
134.94396396396,135.68677477477,134.72607279279,135.67687063063,1007984
135.68677477477,136.67718918919,135.53326054054,136.20179027027,1786645
135.87495351351,136.20179027027,135.10243027027,135.59763747748,2472365
135.66696648649,138.31137297297,134.83501837838,137.86568648649,2728422
138.24204396396,138.65801801802,136.87527207207,137.86568648649,1677933
138.0934818018,138.23213981982,136.79603891892,137.7567409009,1453106
137.57846630631,137.94491963964,136.95450522523,137.32095855856,1435183
138.23,138.63,137.36,137.42,1584802
137.45,138.67,136.84,138.62,1278034
139.17,139.5,138.51,139.49,1364863
139.75,140.1705,139.05,139.33,1507889
139.34,139.43,138.05,138.91,1202971
139,141.24,138.66,141.22,2046217
141.58,142.91,141.34,141.97,1965479
142.64,143.61,141.99,143.28,2367616
143.39,143.78,142.13,143.29,2145041
143.18,143.29,142.155,142.36,2209896
142.26,143.19,141.47,142.96,2052529
142.5,143.78,141.93,143.43,1580288
143.43,144.69,143.1001,144.04,1336018
143.12,144.21,142.29,143.93,1488735
144.48,144.48,142.94,143.5,1246883
144.61,144.73,142.97,143.83,1288475
143.52,144.07,142.695,143.89,918955
143.61,144.28,143.16,143.92,1421511
143.41,145.5,142.77,144.96,1811893
144.41,145,143.675,144.26,1790814
144.96,147.28,144.6,147.04,2040100
146.39,146.79,144.75,145.45,2550530
145.37,146.85,144.88,146.57,1577049
147,148.47,146.41,148.01,1732023
147.85,148.325,147.03,147.11,1239929
148.17,148.17,146.8,147.63,601818
148,148.1,147.43,147.5,1323732
148.01,148.49,146.6468,148.04,1915996
148.56,148.56,145.23,146.95,1971302
147,148.6,146.8,148.01,2775406
147.7,148.36,145.745,146.57,1971617
147.5,147.97,146.08,147.15,2097948
147.24,148.48,146.785,147.67,1393436
147.74,148.4799,147.27,148.27,1328560
148,148.66,147.24,148.6,1526444
149.1,150.59,148.72,150.53,1723659
150.55,151.14,150.13,150.69,1891493
150.61,152.8,149.96,152.1,2317890
151.81,152.75,150.41,151.42,1585986
151.86,152.41,151.15,151.21,1611811
151.56,152.9,150.66,152.66,3077310
153.7,153.75,151.58,151.72,2264582
152,152.79,150.9901,152.22,2060364
152.43,152.87,151.62,151.75,3194542
156.09,158.44,153.91,154.2,4484026
155.49,156,153.8,153.89,1764607
153.14,153.47,152.46,152.99,1513488
153.24,153.765,152.83,153.32,1516900
153.46,153.905,152.99,153.57,1018407
154.43,154.58,153.07,153.09,1444648
153.5,154.1,152.78,153.84,2854628
152.985,154.99,152.985,154.55,2062495
155,156.86,154.77,156.38,1753288
156.61,157.72,156.13,157.67,1587649
157.37,159.01,156.84,158.93,2610112
158.5,159.49,157.4535,159.46,3204721
158.95,159.15,157.7308,158.9,1618687
158.9,159.4,158.051,159.11,1809182
159.5,160.635,158.57,160.11,2048771
160.25,160.37,157.91,157.96,2778473
159.1,160.47,158.81,160.21,2084323
160.13,161.0823,159.82,160.94,1591559
161.6,162.498,160.2,161.75,2217918
161.21,161.88,160.82,161.43,1698171
161.29,162.05,160.64,160.88,1611711
161.2,161.99,160.54,160.6,1927625
161.12,161.75,160.615,160.79,1297824
161.25,162.58,160.33,162.55,1891690
162.33,162.6,160.97,161.19,1258390
160.96,161.16,159.11,159.7,1658261
160.09,160.945,159.73,160.7,1834626
160.155,161.13,159.54,160.46,1688252
159.98,160.27,156.63,156.9,1996693
